token	freq	docs
notre	187	70921,67939,73186,67938,74749,74167,72933,73184,74172,72113,73432,69534,72114,73430,75069,76213,76207,73431,67068,67386,76507,68275,72629,68881,67554,72401,72398,67795,76511,75794,70161,67794,70429,69811,73685,73875,72940,73684,68273,69812,73876,70166,67383,75792,73877,69813,67553,70749,72392,74457,71842,70745,70753,73879,74455,70746,68643,72394,70420,74450,67389,70421,72630,70422,72396,70914,75461,67071,75065,75070,71835,70915,75462,76209,76208,68383,71836,71359,74745,68387,67937,74744,71614,71358,74752,74168,74169,71617
disposition	17	70921,71618,69536,69181,70162,69811,73876,67553,70753,68281,76508,74452,70914,71359
mono	1	70921
bi	2	70921,70422
tri	4	70921,69541,72392,73879
composant	38	70921,71619,71620,72116,72114,76213,71839,67068,70919,68881,67554,76510,68882,69179,67383,72635,74454,70424,69818,70914,75064,75070,72119,74168
extrusion	1	70921
filage	1	70921
nontisser	1	70921
spunbond	1	70921
meltblown	1	70921
futur	49	70921,73186,71357,68638,74167,74748,69533,72936,73183,76212,76213,75068,76513,67797,69182,70161,67804,68882,69178,70170,69543,75792,72392,69177,73884,70751,70745,69821,67945,72394,70421,72119,71837,75066,71359,72121,74752,71617
travers	36	70921,67939,74749,73184,74748,72936,69536,69535,67796,68275,67554,67555,68882,76515,70164,70748,70745,67561,70169,70424,73883,70421,67798,72630,72631,71363,75070,75460,71362,68383,74751,74744
j	38	70921,73185,72932,73430,76213,67068,72115,68274,73683,76507,72629,67795,76511,70161,69812,70166,69813,69821,72394,74450,72631,71835,71612,67937
appeler	41	70921,73435,71357,69533,70919,67387,76511,74449,68276,67555,75790,67801,73877,69813,72635,68645,71842,70745,73879,75789,70746,68643,67558,72394,67388,73882,72632,68642,73880,67943,71837,71359,75063,74750,74746,75458
cogitation	1	70921
assez	15	70921,74167,72932,73182,73683,68275,67554,68882,69186,75793,72394,74450,71836,75459
genre	12	70921,67939,73431,70162,69178,68884,71842,70420,70421,72939,70915,74169
montrer	63	70921,68388,68389,74749,74173,73184,69533,72113,69534,76206,72934,73431,70919,68274,67387,69816,67554,76511,67390,75794,74449,67794,68882,68886,67800,68887,72635,70744,71843,70753,73689,68281,70746,67558,71845,72632,67942,70423,72631,70914,75065,70915,75463,72122,68387,67937
comment	53	70921,67939,67938,68638,70922,72932,72113,74176,69534,74175,73183,70163,70161,67555,75790,72940,73876,67803,75793,73877,68884,72392,74457,70745,70420,67389,70421,72631,69538,71835,69539,76209,74751,67937,74744,74752,74168,75465
constituer	69	70921,73434,68389,71357,68638,74167,69537,73432,72114,76213,70919,73683,70163,67387,70162,67797,67795,68277,67390,74449,68882,69178,72940,67801,73684,69179,68885,70167,70426,72393,71842,72634,67944,70425,75789,74454,73878,68280,70746,67558,67941,70420,72632,68642,72397,74453,67071,75065,75070,71612,72119,71836,68387,73188,67937,74746,68390,75459,74747,75465
représentant	19	70921,68274,70163,70162,70164,69186,69541,68885,73877,69542,70749,75788,70422,72396,75071,75064,74744
faciliter	18	70921,73187,72932,73184,74748,70923,70918,75069,68275,69814,75790,70744,70746,67558,67389,72630,71359,74746
échange	32	70921,67939,72932,71618,70923,76211,74175,73430,74174,72398,67794,72400,68882,73690,73877,70749,67946,68888,70751,71840,72394,73882,68642,70422,72396,69538,75071,75458,74169
contact	37	70921,74749,74173,73185,72932,74172,68274,67556,67390,69183,76514,75791,70167,67553,69819,70421,72397,70422,72396,67937,74750,74168
rencontre	38	70921,67939,74748,74176,74175,73182,74174,67068,68274,75797,68881,75795,68886,73685,76515,67383,76516,73877,68889,74456,70751,72634,70752,70743,71612,71837,68392,72121,74752,75465
lors	83	70921,67939,68638,71619,72933,72932,74172,69533,72937,73432,69534,72935,72934,73431,73182,73683,70163,76513,67797,68881,68883,76511,72400,68882,69811,73691,73684,68887,73686,69184,75793,67383,73687,68884,67553,70749,69177,74456,67944,71840,75788,75789,70168,73688,71841,70746,68643,76509,67388,72632,70743,73880,74452,72396,75064,71360,75462,76209,70916,67937,74744,75459,71617,72120
table	27	70921,74172,72937,72935,75797,74449,76510,69815,72400,76515,69186,73686,75793,76516,68889,74456,70751,70752,71845,73882,71360,75462,75466,73438
ronde	8	70921,75797,76515,68889,74456,70752,73882,73438
pause	1	70921
café	1	70921
visite	11	70921,75457,74748,76515,67553,70751,75071,72939,75458
machine	24	70921,74171,68638,72933,72114,72934,67386,76513,75791,72393,67945,75064,75063,74168
organisateur	5	70921,74175,74174,72393,75066
11	17	70921,68389,72937,68276,67555,73684,68273,69541,68889,70751,67944,73689,68642,73880,70915,72121,75458
souhaiter	80	70921,68638,74749,75457,74748,71618,75069,76206,75068,76207,73431,73182,74174,67068,68274,73683,72629,72401,67795,70161,73685,73875,67800,70165,73684,68273,69812,73876,75792,73877,73687,67553,70749,72635,72392,70745,70425,74455,68643,70420,69819,70421,72395,68642,72630,70422,75461,72938,71835,71612,75462,71359,74746,74752,74168,74747
jouer	29	70921,68388,73434,73185,72932,72116,68275,68881,70161,69815,68886,75790,69184,70749,72392,75788,73878,72631,70914,75070,76209,68387,67937,75459
rôle	53	70921,68388,73434,73185,72932,73184,72116,76206,68274,69181,73683,67556,68881,76511,70161,69815,68882,69540,68886,73691,73685,67800,69184,67803,70749,67946,72634,73878,72631,70914,75070,72119,76209,68387,67937,74744,74746,75459
facilitateur	1	70921
aboutir	28	70921,67939,73187,74167,73185,75069,73431,67068,72115,76511,73876,67383,70749,72393,72634,75789,74450,76508,71835,71612,71362,74751,74744,74168,74169
action	37	70921,73435,67938,71357,73185,74172,74748,72113,69536,73182,67795,76511,68882,70164,73690,70748,69184,70167,67553,68645,68280,70746,71845,74450,76508,72395,70914,75462,68386,71366,74746,75458
concret	7	70921,73435,75457,68881,69541,71845,68383
exemple	87	70921,74170,71357,74167,73185,72933,72932,68639,69537,71621,72116,73430,73431,67068,70919,69535,72115,69181,69817,67386,67387,69816,68275,72629,68881,67554,67795,76511,67385,74449,69815,67794,68886,69811,73685,70165,75790,68273,73876,70166,67383,75792,73877,72392,69177,72393,70751,70745,70753,72636,75788,68643,67558,70420,74450,70421,67798,72632,72630,74452,70915,75462,71836,71359,74745,68387,74744,71614,74752
initiation	3	70921,73437,68644
viser	65	70921,73435,70922,74749,75457,74173,74748,68639,69537,71620,73432,72114,71838,76206,74174,68274,67386,69816,68881,69814,76511,74449,68882,75790,69541,68885,69813,68884,70426,69177,72634,70745,68646,74455,71845,72394,69818,67388,70421,67798,68642,68279,72939,75067,70916,71615,74751,71614,75464,68384,74168,68385
optimiser	34	70921,73434,73436,73184,75069,73182,67557,68274,70163,76507,67554,74449,68882,67800,75790,68885,69813,72393,71840,72637,72395,72630,72118,75064,75070,71612,69539,75462,75464,68385,71617
combinaison	7	70921,67939,73187,67796,76209,71836,74168
déjà	146	70921,68388,74170,67938,68389,70920,74167,73185,72933,72932,73184,71618,73432,71621,69534,72114,70918,73430,76206,72935,76207,73431,73182,70919,72115,69181,69817,76512,70162,69816,72629,68881,67554,67795,76511,67385,74449,70161,69815,67555,70429,69811,73685,73684,69179,68273,73876,75792,69813,67553,70749,72635,70744,71843,72392,74457,71842,72634,70745,68646,75788,68643,72633,70420,76509,74450,67389,74451,76508,69819,70421,72395,67798,70743,72630,73880,68279,72631,69538,72118,70914,75065,75070,71362,76209,75067,68383,71836,71359,71615,74745,75063,67937,68392,74746,75458,68390,74168,75459
existant	21	70921,71620,72114,75068,67386,67387,67795,67555,68887,68885,75792,73687,70745,73883,68642,74453,72118,71362,75067,75458
voire	40	70921,74749,72932,69533,73432,71621,72114,75069,72115,76511,67390,70161,68886,73685,73875,73684,67383,73687,70749,70744,71843,68283,75789,68280,70424,70420,74450,69819,70421,70743,70422,72396,72939,71835,71359,74751,74750
créer	132	70921,73435,74171,67938,68638,71619,74749,75457,73185,74172,72113,68639,72117,74176,73433,76211,72936,72937,73432,71621,73430,76207,73182,67068,70919,69181,76512,70162,76507,69180,72629,68881,72398,67795,69814,67804,69540,73691,73685,68273,69541,70748,73686,69812,73876,67803,70166,67383,75792,73687,67553,72392,68888,68646,67944,71840,73879,74454,70424,71841,72637,68643,72633,73883,69818,76509,74450,67798,68642,72630,74453,70422,72118,67071,75065,72939,75064,71362,71360,76208,75067,68383,74751,74745,68393,75063,68392,74744,71614,71358,71616,74746,75458,74752,68384,74169,74747
nous	472	70921,67939,73434,67938,71357,68638,74749,75457,74167,72933,72932,73184,70923,69533,72113,74176,73432,71621,69534,72114,75069,76206,76213,76207,73431,73182,67068,72115,68274,73683,69817,76507,68275,72629,68881,72398,67795,76511,74449,70161,68276,67794,67555,68882,73685,73875,70165,75790,72940,73684,68273,68887,68885,69812,73876,70166,75793,67383,75792,73877,67553,70749,72392,69177,74457,68283,72393,71842,72634,70745,69821,73879,68281,74455,75788,75789,68643,72394,67799,70420,74450,74451,76508,70421,67798,72630,70422,68279,72396,72631,70914,75461,75065,75064,71835,71612,70915,75462,76209,75066,68383,71836,70916,71359,74745,68387,75063,67937,74744,71614,71358,75458,74168,74169,75459,71617
étranger	28	70921,74167,71618,72113,72629,67795,70161,72399,73875,69185,67553,72393,69821,72637,76508,72630,70422,72396,71837,68383,71614,71358,74169
rendre	47	70921,73434,68389,72932,73437,69533,72936,76210,71621,73430,72934,76207,73182,67068,67387,72629,67795,75794,70161,67555,73685,69541,69542,70744,73884,73879,75788,67941,67798,72630,70422,73881,68279,72396,70914,75065,71835,75460,69539,76209,71836,71359,74744,75458,75459
compte	88	70921,73435,74171,68638,74749,74167,72933,71618,69533,72113,76211,72936,72114,72935,76213,76207,67068,70163,67386,67387,70162,76507,72629,70161,69815,68886,73685,73875,73684,68885,69812,73876,70166,69813,67553,68645,72392,69177,68646,73879,74455,73878,73688,71841,72633,74450,74451,70421,68642,72630,70422,69538,70914,67071,71835,71362,70916,71361,68387,75063,68386,74744,71614,71358,71616,75459
quel	56	70921,74749,72932,74748,76210,74175,73183,75069,76206,76213,73182,69816,68881,67554,72401,67795,67390,70161,67794,68882,69540,75790,72940,73684,69813,68645,72392,68283,70745,70425,68643,74450,67388,70422,75064,71835,70915,69539,76209,75463,67937,71358,71366,74168
point	66	70921,67939,71357,72933,74176,73432,69534,72114,75069,76206,76213,74174,70919,75796,67386,70162,67554,68277,76510,70161,69183,67555,68882,67800,75791,68273,68885,75793,69813,68645,74457,72634,70747,70425,75788,69820,73883,74450,70743,73880,74453,74452,71363,72118,70914,71612,68383,71836,75063,74744,75464,68384,74168
regrouper	48	70921,67939,73434,73187,74171,67938,68638,73184,72113,68639,72934,75068,69181,69817,75796,68275,68276,68885,73877,73687,67553,71842,72634,67388,68642,68279,70914,67071,75065,71837,71361,71359,71615,74746,74168,68385,74747
site	60	70921,75457,74176,76210,71838,75068,67386,70162,67797,67795,74449,69178,67800,68885,69184,75792,67802,69813,68884,69542,72392,74457,71842,69821,75788,67941,70420,74450,69819,70743,68279,70914,75064,76208,75463,71358,68384
avenir	38	70921,71357,74167,73184,70923,72117,74176,73432,71621,72114,70919,69535,69181,69817,76507,69816,67385,67804,69178,72940,67801,69812,69177,70420,70421,72938,75070,75067,71359,71358
qu	207	70921,68388,67939,74170,73434,68389,71357,74749,75457,74167,74173,73185,72932,73184,74172,69533,72113,76210,73183,76206,72935,76213,73431,73182,67068,69535,72115,68274,73683,70162,76507,72629,68881,67795,68277,76511,74449,70161,69183,67794,67555,69540,68886,69178,70165,75790,70170,67801,73684,68887,69541,69812,73876,75793,75792,73877,69813,73687,67553,70749,70744,68645,69177,73884,72393,71842,72634,70745,70753,70425,69821,73879,68281,74455,74454,71841,68643,72394,67941,74450,67389,67388,76508,70421,70743,68640,72630,70423,70422,72631,70914,75065,75064,75070,71835,71612,70915,70917,76209,76208,68383,75463,70916,71359,74745,68387,75063,67937,71614,71358,74746,75458,74752,68390,74168,74169,75459
ici	48	70921,70920,71357,68638,72933,70923,69533,76211,72114,73430,75069,67068,69181,69817,67387,69816,68881,67795,69182,75795,67794,69178,73684,70748,68885,72392,71842,70745,75789,72394,74451,70422,68279,69539,71362,68383,75463,75063,71614
possible	60	70921,68388,73435,73434,71357,74167,73184,73432,71838,72934,67068,69535,72115,73683,67386,70162,67554,67795,69182,67385,76510,69183,67794,68882,69540,69178,69811,67801,73876,67383,67553,70744,70746,67558,67798,70743,72397,68279,70914,75071,75065,72939,75070,76208,75067,71836,70916,74168,75459,71617
parvenir	43	70921,73187,70922,74173,72113,72114,75069,76213,67068,68274,76512,68275,75794,70161,69183,69178,67800,75791,75792,73877,70749,70744,68644,70425,68280,67558,69818,69819,68640,72630,70422,67071,75065,70916,74744,74750,74168,74169
marché	134	70921,73435,67938,71357,71619,74749,74167,73436,74748,72114,75069,76207,69535,72115,68274,73683,76512,72629,68881,76511,75795,73685,70165,76514,69179,68273,73876,67383,67553,70749,72392,69177,73884,70751,72634,70753,71840,74455,73878,68643,72633,69818,74450,67388,74451,76508,72395,68279,72396,72118,75065,72938,75070,71360,75462,76209,75066,75067,68383,72122,71359,74745,75063,68392,71614,71616,74169
produit	140	70921,67939,73187,74749,74167,72933,74748,72113,69534,72114,75069,72935,75068,76207,67068,67557,68274,75797,76513,76507,72629,67555,68882,69811,70165,76514,68273,68885,73876,70166,75793,67383,75792,73877,69813,72393,72634,73879,71841,72633,67558,67799,74450,67388,74451,76508,70421,72395,67798,68642,72630,68278,68279,72396,68641,69538,72939,69539,71362,71359,68387,67937,74744,71616,68390,68391,74747
ne	315	70921,67939,73434,67938,68389,71357,68638,74749,75457,74167,74173,73185,73436,72933,72932,74172,71618,70923,69533,72113,72117,71620,73433,72937,76210,73432,71621,69534,72114,73183,73430,75069,76206,72935,72934,76213,76207,73431,73182,67068,69535,72115,73683,67386,70162,72629,68881,68883,67554,67795,76511,67391,75794,74449,70161,69183,68276,67794,67555,68882,70429,73875,75790,67801,73684,68273,68887,68885,69812,69184,73876,70166,67383,75792,67802,73877,69813,73687,67553,70749,72635,70744,72392,69177,74457,72393,71842,68644,72634,70745,70747,72636,69821,73879,74455,75788,75789,71841,68643,67558,72394,67941,70420,76509,74450,67389,67388,74451,76508,70421,67798,67940,67942,70423,74453,70422,67943,72396,72631,69538,75065,72938,71835,70915,69539,70917,76209,68383,71836,70916,71359,74745,68387,75063,67937,74744,74750,71614,74746,75458,74752,74168,74169,75459,71617
reste	57	70921,73187,74167,73185,73436,73433,76210,72114,73183,76213,73182,67068,72115,67557,73683,70163,72629,67554,67795,69182,75794,70161,67555,68273,68887,69184,70167,69813,67553,72634,72636,70425,75789,68643,74450,67389,67388,76508,71835,71612,76209,68383,71614,74168,68391,74747
pas	371	70921,73434,67938,68389,71357,68638,74749,75457,74167,74173,73185,72933,72932,74172,70923,69533,72113,69537,71620,74176,72937,76210,73432,69534,72114,73183,73430,76206,72935,72934,76213,76207,73431,73182,67068,69535,72115,68274,73683,67386,76507,72629,68881,67795,76511,67391,75794,74449,70161,69183,68276,67794,67555,68882,69540,69178,73685,73875,75790,72940,76515,67801,73684,68273,68887,68885,69184,73876,70166,75793,67383,75792,73877,69813,73687,67553,70749,72635,70744,72392,69177,74457,72393,71842,68644,72634,70745,72636,67561,71840,69821,73879,74455,75789,74454,73688,68643,72394,67941,70420,74450,67388,74451,76508,69819,70421,67798,67940,72632,72630,70423,74453,70422,67943,72396,72631,70914,72939,71835,71612,70915,69539,72119,70917,71837,76209,68383,70916,71361,71359,74745,75063,67937,74744,71614,75458,74752,68390,74168,74169,75459,71617
niche	6	70921,74749,72114,75795,67553,68643
considérer	17	70921,68389,74167,73185,72932,74175,76206,72115,67556,72629,72400,67801,73877,74457,72637,72394
fort	68	70921,67939,67938,71357,68638,73185,72933,73184,74176,72936,72937,73430,72934,76213,69535,67796,69181,73683,70163,69816,69182,76511,75795,72400,69811,73691,73685,76515,69186,69813,69542,69177,74457,68283,69821,75788,67945,70752,67389,74451,76508,70421,70743,72630,70914,75461,76209,76208,75067,74750,75466,71614,71358,72121,75458,74752,73438,71617
valeur	23	70921,70920,72933,73182,69535,76511,68276,69540,69811,70748,73876,72637,72395,72939,71358,74169
ajouter	48	70921,67939,67938,71357,73436,72933,72932,72935,67068,69535,67796,76512,67386,76507,72629,68881,76511,68276,67555,75791,73684,68273,69184,73876,70166,69177,69821,70424,68643,67558,70421,72396,70914,75071,71835,70917,68383,75063,67937,71358,75458,74752
déclarer	53	70921,67939,68638,73185,72933,72932,74172,70923,72114,75069,70919,67796,70163,76507,72629,68881,68883,72398,70161,69815,68276,67794,73685,68273,67383,72392,69177,74456,71842,70745,68646,68281,74451,70421,72630,74453,70914,67071,68383,71836,75063,67937,74744,71358,74752
walllois	1	70921
direct	50	68388,68389,70922,74167,74173,73436,74748,71618,76210,69816,72401,67391,67390,75794,69183,69540,68886,67800,67801,68887,69184,70167,67802,72635,68645,71843,67946,68644,70753,70747,68646,68280,73688,70746,67558,67389,69819,72630,72397,75070,69539,72119,75463,73189,73188,74750,68390,68391
agent	12	68388,72115,73686,70746,67388,74453,71612,68387,75063
protecteur	3	68388
contre	41	68388,72933,69536,73430,72935,76207,69816,76511,74449,76510,73877,69813,72635,70746,67798,72632,74453,71835,75067,67937,74746,75458
neurotoxicité	1	68388
mercure	7	68388,73183
connu	4	68388,72115,69186
infection	9	68388,72935,70746,71612,75067,67937
inflammation	2	68388
chimiokine	7	68388
voir	93	68388,68638,71619,74749,75457,74167,72933,72932,74172,76211,73432,72116,69534,72114,75069,76213,75068,73431,73182,67068,70919,69535,67557,73683,69814,76511,74449,67794,72400,68882,69540,75790,68273,73686,73876,70166,75793,69813,67553,72392,69177,74457,72393,71842,70745,70747,72636,69821,68643,74450,67388,70421,72632,72630,70422,68279,72939,71835,70915,70916,68387,74744,71614,75458,74168,74169,68391
